30.150000	13
30.450000	2
30.750000	1
31.050000	4
31.350000	2
31.650000	0
31.950000	2
32.250000	0
32.550000	2
32.850000	0
33.150000	0
33.450000	1
33.750000	2
34.050000	3
34.350000	1
34.650000	1
34.950000	1
35.250000	2
35.550000	1
35.850000	2
36.150000	3
36.450000	11
36.750000	9
37.050000	2
37.350000	0
37.650000	4
37.950000	6
38.250000	8
38.550000	12
38.850000	9
39.150000	45
39.450000	154
39.750000	80
40.050000	10
40.350000	14
40.650000	13
40.950000	14
41.250000	22
41.550000	24
41.850000	20
42.150000	45
42.450000	53
42.750000	49
43.050000	84
43.350000	78
43.650000	83
43.950000	113
44.250000	100
44.550000	56
44.850000	58
45.150000	54
45.450000	42
45.750000	40
46.050000	44
46.350000	36
46.650000	31
46.950000	23
47.250000	22
47.550000	27
47.850000	14
48.150000	16
48.450000	9
48.750000	5
49.050000	5
49.350000	7
49.650000	2
49.950000	2
50.250000	4
50.550000	3
50.850000	8
51.150000	1
51.450000	2
51.750000	5
52.050000	1
52.350000	3
52.650000	6
52.950000	8
53.250000	5
53.550000	6
53.850000	1
54.150000	4
54.450000	7
54.750000	5
55.050000	5
55.350000	10
55.650000	13
55.950000	11
56.250000	3
56.550000	5
56.850000	1
57.150000	5
57.450000	6
57.750000	5
58.050000	4
58.350000	2
58.650000	0
58.950000	4
59.250000	0
59.550000	2
59.850000	3
60.150000	4
