2.015000	4
2.045000	6
2.075000	3
2.105000	9
2.135000	4
2.165000	5
2.195000	4
2.225000	7
2.255000	4
2.285000	8
2.315000	5
2.345000	3
2.375000	4
2.405000	5
2.435000	8
2.465000	7
2.495000	2
2.525000	7
2.555000	3
2.585000	3
2.615000	4
2.645000	6
2.675000	2
2.705000	6
2.735000	7
2.765000	5
2.795000	6
2.825000	4
2.855000	6
2.885000	8
2.915000	6
2.945000	5
2.975000	3
3.005000	5
3.035000	3
3.065000	2
3.095000	4
3.125000	6
3.155000	2
3.185000	9
3.215000	3
3.245000	5
3.275000	7
3.305000	9
3.335000	5
3.365000	4
3.395000	2
3.425000	7
3.455000	7
3.485000	5
3.515000	7
3.545000	5
3.575000	5
3.605000	9
3.635000	2
3.665000	5
3.695000	6
3.725000	6
3.755000	1
3.785000	0
3.815000	0
3.845000	0
3.875000	0
3.905000	0
3.935000	0
3.965000	0
3.995000	0
