2.015000	4
2.045000	7
2.075000	2
2.105000	10
2.135000	3
2.165000	6
2.195000	3
2.225000	7
2.255000	5
2.285000	7
2.315000	5
2.345000	3
2.375000	5
2.405000	5
2.435000	8
2.465000	7
2.495000	1
2.525000	7
2.555000	3
2.585000	11
2.615000	4
2.645000	5
2.675000	1
2.705000	3
2.735000	6
2.765000	5
2.795000	6
2.825000	4
2.855000	5
2.885000	8
2.915000	10
2.945000	3
2.975000	3
3.005000	5
3.035000	2
3.065000	3
3.095000	3
3.125000	4
3.155000	2
3.185000	9
3.215000	3
3.245000	5
3.275000	7
3.305000	9
3.335000	7
3.365000	15
3.395000	21
3.425000	12
3.455000	1
3.485000	1
3.515000	2
3.545000	1
3.575000	1
3.605000	2
3.635000	5
3.665000	2
3.695000	3
3.725000	2
3.755000	1
3.785000	0
3.815000	0
3.845000	0
3.875000	0
3.905000	0
3.935000	0
3.965000	0
3.995000	0
