2.015000	2
2.045000	1
2.075000	2
2.105000	2
2.135000	3
2.165000	6
2.195000	2
2.225000	6
2.255000	4
2.285000	5
2.315000	8
2.345000	2
2.375000	6
2.405000	5
2.435000	10
2.465000	9
2.495000	7
2.525000	4
2.555000	5
2.585000	4
2.615000	5
2.645000	4
2.675000	1
2.705000	4
2.735000	5
2.765000	6
2.795000	5
2.825000	3
2.855000	9
2.885000	10
2.915000	3
2.945000	6
2.975000	3
3.005000	4
3.035000	1
3.065000	3
3.095000	4
3.125000	3
3.155000	4
3.185000	9
3.215000	16
3.245000	19
3.275000	26
3.305000	7
3.335000	2
3.365000	0
3.395000	1
3.425000	1
3.455000	1
3.485000	2
3.515000	1
3.545000	1
3.575000	1
3.605000	0
3.635000	2
3.665000	1
3.695000	0
3.725000	0
3.755000	0
3.785000	0
3.815000	0
3.845000	0
3.875000	0
3.905000	0
3.935000	0
3.965000	0
3.995000	0
